Label,Input,S1_MeanAccelX,S1_StdAccelX,S1_MeanAccelY,S1_StdAccelY,S1_MeanAccelZ,S1_StdAccelZ,S1_MeanGyroX,S1_StdGyroX,S1_MeanGyroY,S1_StdGyroY,S1_MeanGyroZ,S1_StdGyroZ,S2_MeanAccelX,S2_StdAccelX,S2_MeanAccelY,S2_StdAccelY,S2_MeanAccelZ,S2_StdAccelZ,S2_MeanGyroX,S2_StdGyroX,S2_MeanGyroY,S2_StdGyroY,S2_MeanGyroZ,S2_StdGyroZ,S3_MeanAccelX,S3_StdAccelX,S3_MeanAccelY,S3_StdAccelY,S3_MeanAccelZ,S3_StdAccelZ,S3_MeanGyroX,S3_StdGyroX,S3_MeanGyroY,S3_StdGyroY,S3_MeanGyroZ,S3_StdGyroZ,S4_MeanAccelX,S4_StdAccelX,S4_MeanAccelY,S4_StdAccelY,S4_MeanAccelZ,S4_StdAccelZ,S4_MeanGyroX,S4_StdGyroX,S4_MeanGyroY,S4_StdGyroY,S4_MeanGyroZ,S4_StdGyroZ,S5_MeanAccelX,S5_StdAccelX,S5_MeanAccelY,S5_StdAccelY,S5_MeanAccelZ,S5_StdAccelZ,S5_MeanGyroX,S5_StdGyroX,S5_MeanGyroY,S5_StdGyroY,S5_MeanGyroZ,S5_StdGyroZ
D,11,715.625,11607.523911643473,-299.125,4354.824994689798,513.375,10576.130795776638,24.0,4149.581560229899,-38.3125,6960.344874885422,22.21875,7157.632494121114,764.875,10099.185003473052,-230.875,4158.90204673962,667.75,13511.503762997663,44.5,3993.6796237930753,47.40625,9335.427962402739,60.9375,4510.853999919943,929.375,7413.60962078359,-140.25,4268.271305517024,517.75,8137.980703927726,15.21875,4216.829464585738,154.84375,9361.533314945578,13.625,3875.256489495244,196.625,1927.9538659872026,-331.0,4447.8312692816935,306.375,4115.328159378666,10.96875,5786.47315126178,46.65625,4008.351754535265,8.1875,2506.796305016375,27.5,2351.032273279123,21.375,4258.136988094089,221.25,3737.148169058861,-13.84375,5683.156072494925,35.84375,4030.8106590778903,-48.40625,3708.692945797877
D,12,826.125,6874.46601448978,-248.25,4165.047771334682,389.375,4967.557811377236,48.625,3402.492732817368,48.84375,7238.3429565637425,31.71875,5334.240575250467,822.625,8911.641465486311,-174.875,4936.2577155548715,503.375,8765.716266904548,100.53125,4314.965671824451,146.5,6485.440911187149,37.0625,5789.764383901451,889.125,9086.509463725606,-92.625,3391.9574156193353,264.75,7620.732067852799,49.09375,3956.7028442202904,161.65625,6349.150128212904,-35.78125,4191.130327357816,89.25,2528.130225581744,-148.125,3039.1504543827705,220.125,4591.049932681522,50.1875,4396.281215680333,108.9375,3713.6707576323656,-10.15625,2299.6654934655035,-16.125,2462.775971211145,61.0,2545.7452739816686,168.625,3547.1708599072304,-76.0625,3786.1914483546325,-58.96875,2549.9456916321647,-108.03125,3534.8286422786377
D,13,773.625,8346.741990703618,-302.25,3404.864011601638,444.5,4843.870121091192,106.875,3662.868383777255,181.34375,6064.036751668474,-38.59375,5595.110453888371,792.25,8737.845783572746,-170.125,1884.2425492422678,596.25,7496.673191322935,174.25,3986.9810398972304,232.75,4834.566390846236,-59.90625,5350.850121472376,852.875,7200.0611618496,-106.125,2639.7880567149705,348.125,5669.243113888749,107.21875,3190.5563262381747,309.96875,5364.614510174374,-115.46875,4309.315512529041,43.875,1433.179152923667,-115.75,3531.4550736912965,132.125,2513.122855010276,125.8125,4720.45575419829,17.03125,2969.3168351951663,-53.25,2019.390780656384,17.5,2634.6688122039172,91.125,4666.791374635789,296.125,4552.502551825205,-164.90625,4517.069081269506,-57.84375,2890.07648157206,-40.65625,3581.6920809983008
D,14,722.125,8340.17098052402,-326.125,3754.081110521588,479.5,7334.440997785721,89.71875,6351.259895851251,76.3125,8333.10625396339,-26.09375,6073.8348849767835,708.875,5532.280156895075,-288.25,4447.173364902699,635.0,8339.208475628848,120.25,5418.07432350277,109.1875,9647.811984581984,7.46875,5017.01613252573,830.125,5111.680348415284,-236.75,4703.896410158285,433.75,4215.4061414649,114.875,3923.4973616500624,173.3125,8513.237957871479,-18.6875,5384.316178944523,96.375,3063.564485917507,-226.25,5624.40751879698,243.875,5848.62218683811,108.78125,5639.5688982756865,16.75,2841.1494812839396,-24.0,3293.038585410138,15.875,1947.7834798495956,65.375,4050.4048698093134,233.25,3279.2867269423086,41.65625,4677.7068808429985,-73.5,3522.481112440491,70.28125,1900.1651447041222
D,15,650.5,8601.374410523007,-350.875,6624.623478687298,519.25,9803.413968485673,17.90625,3583.7309587859604,38.375,6923.647199769425,-96.6875,5745.6666249308055,690.0,7056.533213979794,-233.75,5202.804141758557,645.875,4638.398105421203,64.28125,6548.313610361712,83.5,7610.488404169603,-36.875,4278.63763181401,757.5,6542.930746232914,-170.375,5898.841060697855,338.875,6035.499004587359,-10.1875,7185.58743874457,36.53125,5343.207896388034,-101.78125,5054.880134177114,31.875,2215.0021409414035,-199.875,6061.198601297849,59.5,5803.951649522935,58.09375,8762.655267381055,-118.8125,2639.045121316373,-110.5625,2038.6032433001155,29.625,2885.926343373129,-12.0,4451.25723812947,230.25,4621.3268589767595,-55.625,8528.3729205444,-27.53125,4320.111413380844,63.40625,4859.458353686236
D,16,659.5,8200.839697860214,-411.375,5301.090369855527,461.5,6846.676109616987,75.46875,3189.7084210823155,90.3125,11306.419074019137,-9.8125,4805.082299226908,684.5,5742.224982530726,-397.375,4540.18486511012,539.375,6247.412753242337,171.53125,5186.275994056182,88.0,12737.012583902868,12.0625,3715.32274790411,805.5,5395.58001979398,-241.0,4912.84479706005,285.625,7356.238839201389,91.8125,5310.136247295709,73.3125,10932.07743419995,-86.65625,6207.494641607509,40.875,3206.3464775933057,-217.5,4137.824760668339,64.5,5590.998546771409,83.625,9364.546073989652,1.28125,2271.9135414113885,-98.3125,2254.5708216518174,-12.75,2236.489981533564,-32.75,2792.0765457809352,222.875,1810.9503677282269,-79.59375,7797.773800336282,-53.6875,4218.177616263183,-86.125,2256.399880755847
D,17,664.5,9520.381176717663,-399.875,4587.866550410441,398.0,9113.28837467574,-17.875,6818.250429683189,-55.5,4870.263519564419,-10.03125,6393.5267188988455,687.5,8413.710581544863,-384.625,3946.9265396476535,560.25,14731.93807684515,16.125,6650.164056951903,27.75,8384.203059176227,53.59375,5742.9473261741605,796.375,5004.750679042364,-285.5,3111.3316682732493,328.25,6185.00347109846,23.25,5782.24976760776,59.09375,9388.454716297083,5.5,5162.86348599302,92.25,1528.6624668317072,-340.125,3271.505385044475,143.75,3059.104270452382,29.65625,6137.301130227027,-31.28125,4670.365331229286,1.875,2628.4199596668336,32.375,1336.014355976387,30.125,5199.800283123863,270.125,3595.2674426772483,-38.65625,4394.630968646394,12.4375,4833.283258675592,-49.25,3218.838785183253
D,18,674.625,12758.669899694678,-288.0,4328.023567403487,455.5,11564.966137001871,10.46875,7079.008056325649,27.125,5866.773505034517,15.125,5101.0624245714735,692.875,9073.710692675571,-229.75,4455.019521562167,554.5,15944.082203516764,31.25,4528.681547923192,36.21875,9271.848880935153,-1.25,3622.0230793715273,764.0,6619.815631873746,-139.625,4638.919848345626,308.125,10186.269998599832,11.84375,4173.566611045754,57.65625,9600.252886022636,-2.96875,4789.121282163716,17.0,1861.0188069979304,-201.25,5126.5672176906055,58.5,3607.021451280821,19.25,7396.120423066406,-12.3125,4547.361531959357,-53.1875,3185.691510856591,20.375,1675.829752503219,-10.625,6061.057053796392,218.625,3035.783524788123,12.8125,6109.913458048629,-63.15625,6496.886307635061,-3.21875,2862.8315172043285
D,19,738.375,6141.825205863075,-292.25,7022.608627675331,583.125,6131.425342803662,10.78125,5504.577235891821,95.40625,7281.234308392426,36.75,5992.228112313483,736.375,7796.511935434653,-206.25,5526.524308957665,560.875,7189.28930662656,48.9375,4293.204193384441,103.40625,5169.675103786594,-0.46875,5888.897376548808,770.625,7150.660012150976,-65.875,6315.662592663972,257.625,5807.096336326357,45.0625,4606.76490295454,103.65625,5618.477049039708,-42.8125,5055.311874884056,24.75,1737.3236421288925,-110.25,6473.830237000349,100.75,3671.9201295099,85.3125,6863.594896433191,29.78125,3132.0157021315263,-59.625,2922.6600656550872,8.75,2844.4276115767125,57.75,3211.525640174775,214.875,3901.3863221135894,47.375,7365.376711979843,-72.28125,2987.0448317941996,-3.15625,3698.156915185717
D,20,748.125,6773.832259834532,-258.25,3361.9931495319856,408.625,4873.1172886946815,88.28125,4726.605403420984,67.25,10432.303913206324,-12.09375,4102.802223476162,787.5,2725.240860914866,-273.875,5219.763498892934,512.125,4514.35349572616,119.3125,6425.590899080314,69.4375,8870.05484388872,-41.96875,5453.425228035444,850.0,8004.768828642086,-213.375,4946.097715307998,283.125,9484.493636819785,58.875,4529.398323384134,152.15625,5460.071520304101,-95.5625,6869.506623193091,173.125,2587.2729338774834,-239.5,2720.1326713967464,258.25,4660.429587226911,119.5625,7447.194769414437,153.3125,1771.3896458271822,-36.625,2940.4307799836065,23.25,2569.2552301201995,101.0,3605.7931166388344,175.0,3532.6039970537313,1.0,6027.425206918789,-74.03125,3960.0612486138943,-176.90625,1989.0924965825338
D,21,617.0,6557.261318568904,-264.375,2716.708552527304,421.625,2883.768343569747,23.71875,3108.3309652687303,32.0625,10038.828342794479,23.5,4129.790801299746,712.75,5421.019593904822,-210.875,2880.3245015753,430.875,7998.200562274929,23.75,3829.4025317273713,104.9375,7831.24646822546,-0.3125,5382.5444809907285,801.125,6665.26145281451,-148.75,2881.867873012224,228.625,7940.893281575757,25.90625,3896.742472561016,184.375,6130.524726471218,31.90625,6922.556813415181,101.5,1918.931929485775,-168.125,2068.7596487690394,141.75,4136.669909178155,15.75,6790.8665223960925,85.5625,2601.318186726443,2.375,2519.3981517169927,74.875,2462.1316444038894,65.75,2147.8656702643207,180.125,2691.677448056323,-37.46875,5362.542569670048,-19.40625,5884.1944534669265,26.4375,3921.0870777239506
D,22,650.625,7700.436390840132,-315.0,4375.657664854507,450.0,7208.438249718173,114.34375,9626.716962474067,84.34375,5620.584420288155,21.6875,6161.29801379902,752.75,6786.110184597654,-244.125,5168.877487847337,522.5,8977.806065515115,126.25,7544.604769303691,95.5,7871.554849583404,24.0,4185.603361523879,822.375,3953.1130592705035,-92.0,4362.638536482252,300.625,3501.443432268327,80.0,4712.314651527421,108.65625,7241.501689952571,-27.625,3370.3093584825415,-428.75,3200.622507810004,-74.25,5024.025969031211,219.625,4501.045251869281,-17.40625,4074.088370876476,-4.46875,3944.190228871249,-18.25,2191.7497576137657,-8.125,1829.6798857655401,2.75,6933.78867845711,301.5,5376.228673521989,-95.1875,4833.838487924865,-15.4375,5708.806721513152,-27.5,2962.2438918833136
D,23,567.875,5965.017224147387,-264.125,9090.521408828814,388.625,9039.964994919781,28.28125,6675.3354982838455,-74.3125,7372.118362610828,-51.21875,5636.0674162840205,629.875,6055.875988193203,-212.625,8103.064612193031,494.375,10553.84066865589,21.75,3982.73591579959,-50.125,9339.192302301897,-20.46875,3710.037819756483,738.75,5877.424473142977,-142.25,6930.720665089598,342.375,4707.331819552877,-49.5,4095.572350111764,-53.375,10230.646771312897,-30.65625,2269.424164427165,24.75,2676.485090094843,-229.5,5496.961865430758,56.5,3925.24123462495,13.8125,5468.5941717084615,-75.40625,3034.0549894013025,-37.9375,1455.2231774177285,-29.375,1836.9342964229832,-90.5,3442.197081806909,278.375,2818.835727632066,-48.375,7528.927923142511,24.875,3780.309004813628,82.5625,3334.073615128159
D,24,520.875,4391.521004660572,-456.375,5346.033048847996,456.5,5074.860564586972,102.125,8016.124920082957,115.8125,5719.284928191963,42.25,4654.428657203804,541.625,5363.970904038817,-407.375,6101.673385996255,434.75,7004.6479881218875,127.96875,6952.845112274071,64.25,6156.060844809772,31.84375,3563.1046514010695,649.125,5356.183551221429,-287.0,6055.923051030289,189.375,4457.20098373127,119.5625,5772.075189747076,58.5625,6569.288593226343,12.15625,3329.674759918142,-453.125,3524.3304661133866,-62.375,5912.6723111783385,209.375,3555.8433049524274,-6.0625,4841.240923936109,-22.96875,3632.298613519191,-27.875,1831.2327260277434,-111.0,1586.1948177950903,-93.125,6727.850491380958,478.875,4515.78212875411,125.875,5165.788714889044,-149.90625,3163.495805270008,116.46875,2767.1581426661246
D,25,733.375,11583.083639919683,-379.75,5913.502763802517,432.875,11659.774214553856,-21.53125,3631.634764334574,-45.34375,4842.248493787358,-46.96875,6395.946384646562,696.75,9673.57485304683,-338.125,3864.710207036874,663.75,11857.977219998358,-9.8125,4614.6497865324245,-14.375,7284.871583245308,-22.34375,4267.999704262635,838.125,7607.608690276794,-257.875,4954.023211933408,421.0,8241.58170498843,-4.6875,4752.907823358639,48.6875,9045.308412505554,-25.0,2909.047964970671,78.25,1357.8236032342345,-240.5,4280.41326859919,100.5,3321.5625464530995,11.375,5133.594061120824,25.0625,3391.165949359269,-48.09375,1903.3882019863781,-8.375,1968.6326115796721,-23.25,3414.693900996105,396.75,3452.7382520978913,-84.75,4740.56782595714,2.8125,3362.312322248448,-9.28125,2474.2863899816525
D,26,591.875,9155.693555617456,-374.25,6538.381981614411,357.625,9604.813161086216,62.78125,7537.450471372826,-27.53125,13508.664853493976,-48.09375,5813.085714356957,696.125,4812.809209222302,-442.75,6307.472983493469,564.375,9849.169069488806,44.65625,4411.611366676119,-13.0,13095.739538586586,33.46875,5096.132080953499,859.625,4014.839643046158,-305.125,6817.578106217413,390.375,6023.653862845624,18.21875,4140.055341827985,-0.6875,10900.524111360139,-4.21875,6033.955987442934,68.125,2130.6225579334787,-279.75,6589.514089635138,69.5,5020.933055717832,27.1875,7934.819950846002,28.8125,3241.3155068341853,21.28125,3068.99796589187,-3.75,1966.5011918379303,42.875,5489.578238296181,310.5,4275.492340070322,27.75,7107.40261101058,-55.8125,5227.628522078032,20.71875,2187.8486898431615
D,27,697.875,6433.094122144879,-267.875,4270.457409268356,376.125,6160.102635863708,103.59375,7421.519958284215,17.5625,12740.697758407652,18.90625,5515.326646941316,759.75,4314.395199503634,-242.875,5962.254542903632,490.125,6238.920899031738,126.46875,6708.967045046758,54.0625,11585.326557054565,22.09375,6381.096699232894,821.125,7793.967169187653,-124.25,5447.40790996048,306.875,4953.39875584179,63.09375,5553.459250544739,62.25,9433.15528468603,-77.4375,6202.547167986209,29.0,3575.245026568109,-148.75,4634.296757599798,-44.875,5160.012377347074,76.125,7142.271818852528,-115.0625,4197.337712299756,-94.9375,2734.285200668312,24.125,2381.852951879062,-17.25,3405.499587065017,266.0,3404.6999867829763,-21.71875,5782.969718461998,-62.40625,3992.4850098292086,29.28125,2862.0713896841285
D,28,740.75,5833.039125318807,-407.25,4742.364646197085,420.0,5134.201008920472,-100.75,4028.1295364598195,7.8125,9077.758755736118,-78.46875,5312.346774168967,789.875,4025.7096249450233,-305.25,4491.545773728683,558.0,4233.625042442942,-70.15625,6518.736390730641,42.78125,8667.760706831865,-82.09375,4659.56688813037,867.75,6896.9553382271515,-190.875,4233.5272804571605,332.0,7320.832739518094,-101.3125,4782.478916821668,92.78125,6265.359161364849,-105.625,5036.504658180612,111.625,3413.9517218869687,-270.875,4071.697340713698,171.875,6451.951602761369,68.21875,7023.277723641465,98.1875,2138.4935035776352,-21.3125,1981.869484185008,39.25,1721.5622084316326,129.5,3794.716030218862,273.25,2607.230031566068,11.03125,6714.297047552591,-2.375,3734.2661657780905,-168.25,2418.8875283898587
D,29,740.75,4778.976819100507,-361.75,3759.14018593348,469.375,5281.648947949399,100.53125,3973.743614216126,-68.65625,8104.325140046267,86.65625,5218.466337257139,713.5,6275.906129795123,-226.375,4787.606485434554,589.75,7701.788814132728,147.3125,4970.620462009119,-28.53125,6702.45822434004,151.21875,5815.542401263913,782.625,6895.00113193428,-153.25,2803.711546771529,411.375,6824.102879454193,82.03125,4086.4634426082216,-25.0625,6329.49107816685,3.5625,4702.7012579042,21.875,2192.3140706511463,-228.25,3721.6638668074256,146.375,3265.519538966962,27.34375,4118.261697984471,-132.03125,4045.138915139187,-86.0625,1402.5119415155616,-59.625,2241.728431227788,-35.25,3207.1863739888895,300.125,3373.4432682905754,-81.96875,3422.1238606709485,8.65625,4584.49731847298,71.8125,3087.547463577483
D,30,772.25,5266.688802036817,-418.625,2258.3743288868213,497.25,4121.8820261501905,81.59375,3886.205498775243,68.5,10058.957652883324,-54.78125,3720.540482698507,777.125,2407.685244041463,-333.5,3726.7250703533255,587.75,4299.207361537706,123.53125,5702.497846253293,38.625,7669.15196481169,-58.46875,4850.7294102560945,812.875,6994.315458597432,-231.25,3584.0777666646686,338.875,6750.335416434875,82.96875,3759.4481849432955,67.875,4112.143470487746,-117.875,5432.238102005011,41.125,3007.923575221784,-191.5,3212.05693442691,22.25,4331.111859268934,187.53125,5999.665782276829,-110.28125,2092.474376103191,-100.375,2193.0198036896522,47.25,1903.1456690174823,49.25,1695.1632480383712,373.875,2765.1618369229313,19.875,4461.286696052496,-83.59375,2604.9039792688977,8.3125,2168.4361075078396
D,31,585.25,7720.552793518091,-304.375,4914.063935214417,459.125,7512.081984002504,135.625,3723.241671833162,-2.6875,5950.948923477982,-15.96875,3997.307589837619,640.25,7345.302576306847,-256.375,3676.4000543160423,504.25,11679.27195933034,127.90625,5170.068993491377,-35.375,8869.239527539832,-0.53125,4365.042883411736,744.5,4862.6541877867485,-149.375,3677.0480836365196,374.75,6224.528531342756,115.65625,5795.469473052717,-24.90625,8526.611000125486,-47.5,4292.843892747557,44.5,2022.1895929907264,-193.875,2280.834712199681,221.625,3886.086702503561,106.375,7099.73601071723,-55.71875,3337.2332967816974,-10.78125,2615.9574697227854,-49.125,1462.6497305831633,136.25,2604.955649814407,331.25,2423.089853369041,52.4375,5710.649026913994,-67.53125,4185.108436351851,-15.75,4238.500036864457
D,32,606.625,4575.584619409306,-373.125,2294.7996065833286,498.25,5252.226855106318,153.5,5488.522974125188,34.0625,10494.203667791748,5.03125,4944.564613570485,651.625,3843.208602115555,-304.75,2966.961313785537,505.375,5687.477086492305,204.03125,5054.594280728517,59.8125,9392.338381752637,11.0,4679.67394029755,714.25,6726.139155377326,-273.5,2939.681913064745,326.75,5124.2525735467025,136.375,4806.199230876203,71.375,6553.353291207105,-40.625,4979.337197044904,-434.0,5744.035689304167,-41.25,4877.1030784165305,252.0,4789.980166973554,-25.375,6578.175876287818,-37.5,1896.4099471105924,-9.09375,1567.5622467579835,4.0,2248.798123442831,89.75,3393.508205014392,362.75,2818.031482702065,-96.03125,4100.297279499797,66.375,2228.6838149174505,61.09375,2377.338379882203
D,33,598.875,5038.794621174295,-320.0,3917.049782680838,569.25,7823.526278955034,-23.375,10200.694056502969,-151.03125,10713.74816965442,-38.90625,5162.367524688739,685.125,5436.548191120447,-281.5,6544.025806031024,706.875,9915.983170335405,11.84375,7094.989165378333,-138.90625,7618.241411898217,93.25,6729.784431911619,832.625,8113.285962504649,-126.375,6713.841587301193,473.0,7406.559525177665,-1.96875,4850.883472912274,-131.03125,6631.806783808876,21.4375,6224.085429490324,98.875,3162.201801652608,-103.625,7138.990429982029,247.25,4649.178469095374,-61.09375,5480.260819291445,-125.0625,3310.7954570757993,11.03125,3043.098374646051,18.5,2746.4638628607513,192.375,5322.847204210825,244.125,4822.802866008003,-160.6875,5517.0571833943995,82.125,3460.7932684393327,-28.9375,2046.6450128426645
D,34,562.375,7170.131230275705,-370.875,4725.937815330943,556.625,5690.189110159257,59.6875,5780.714923549141,-10.25,8934.794125356219,30.96875,5679.124814200991,687.625,9712.365796209233,-302.125,3686.290545300926,648.125,11349.536831821597,132.8125,7205.974801499361,27.5625,6779.197135988431,74.125,5599.024126745214,795.625,8021.7110618230945,-235.625,4409.4291421197595,369.0,8102.5231872546965,103.46875,6020.68313184006,81.6875,6929.727598531111,19.78125,4771.533700855359,52.5,4529.567722200431,-202.0,3430.2836617399444,40.875,2915.8965575573834,38.28125,5629.9296300796195,-9.40625,6470.3123565412925,-24.25,2183.5099181134947,69.625,2218.932369265679,116.375,3163.0778301165783,364.625,3991.524158686128,-53.28125,6337.546914197041,-21.875,3977.0948862674877,32.34375,4589.514527767173
D,35,567.375,7734.049140610306,-327.25,5628.615143843111,505.0,12540.114871882155,77.375,5793.984335875874,43.78125,10089.024729050794,63.8125,5364.754476194018,702.75,4011.9769986254905,-253.5,4279.109574432513,508.25,7012.699190575623,92.71875,3901.6169102884046,86.59375,12186.023484558486,45.6875,4789.946081621771,745.375,7259.139316019152,-165.375,4284.734018509784,429.5,8726.15509545871,52.90625,3475.603467019927,114.1875,10571.114795864425,3.875,5029.745928908835,-447.375,5111.049120227177,-38.75,3264.7924034308826,194.25,4756.895724892443,-3.6875,6479.728217860974,-22.8125,1711.82839818825,-22.0,2056.675958920121,-39.875,1775.2035050593495,-6.5,3258.7774931713275,316.875,2427.17402226849,15.65625,5646.58579148373,-17.6875,5571.4051607151805,46.0625,1746.5829843135853
D,36,609.25,8377.682879979404,-266.0,9356.476046033571,518.0,7511.426628810269,58.1875,4566.837605481911,14.84375,6636.769936824384,10.875,6964.559644864491,668.375,8007.390920853995,-218.25,7534.523272078997,605.5,7037.910254471849,93.21875,5091.674532597153,10.0,9712.911152816132,9.25,5123.135471808256,775.5,6912.357683887604,-143.625,7394.0113172333595,402.75,5658.551266667114,67.71875,7237.707049000287,53.25,8442.05827982726,-58.84375,4750.393273912797,0.5,1975.2191650548555,-215.875,5871.973985328528,-41.0,3603.3352605606933,102.875,7879.0722516597725,-58.46875,3796.0659898141175,-86.4375,1862.5770443376966,-23.125,2569.350839098273,-95.125,3472.205600821328,340.5,4140.8491580834,-59.8125,8009.901674792503,-20.96875,5380.9568008648275,24.875,4809.994125191319
D,37,563.75,4518.310628708477,-291.5,2780.1003129383657,517.25,4110.583831708094,18.03125,3871.2187800192123,32.8125,8850.354447130563,-115.65625,4159.504534867818,689.25,5419.758891085469,-288.75,3857.872786588485,541.5,6968.3125468078715,30.40625,3838.852806010011,26.59375,6183.0509098430475,-93.65625,6232.144417300191,792.75,7417.650870558684,-232.375,2718.260171391804,291.125,6223.181158730235,-11.53125,5122.757362888022,15.625,4396.809253239786,-68.3125,6636.770785920194,62.75,2709.3773154546047,-171.0,2176.0562952276764,157.75,5187.998162827354,42.625,7308.910925840799,-49.3125,2757.557869264714,-79.28125,2658.739142365877,53.375,2261.1896447169133,113.5,2382.214253588455,345.625,2948.6376276807905,-103.03125,6213.2409844036665,-11.625,3087.1660219163787,10.59375,2817.969158580508
D,38,520.375,8864.521439952356,-267.625,4394.253788685287,407.625,9763.239951951145,17.0,8127.724066428436,6.3125,6829.547063301032,8.3125,5866.447346123866,639.75,8431.411740479763,-235.75,4276.190820987763,377.875,13638.200249551808,26.8125,7657.532800441912,6.28125,6358.038849727834,27.03125,5134.342292862197,703.125,5833.796768346922,-208.375,3619.5478114503476,219.75,8161.839249672834,-22.9375,5995.258787875111,3.1875,8111.487438493864,24.53125,4464.70698215722,-1.125,1812.8183125660994,-191.25,3046.9252431754867,-9.125,3765.9745397937836,-28.375,5158.397920805935,-68.25,4832.537499854502,-16.15625,2533.585541152289,-6.0,2454.5690049375266,104.75,7592.051398502252,443.875,4881.827473843683,-255.84375,4377.0939996573,209.59375,4859.809801186764,-245.3125,3079.524977954189
D,39,572.125,8086.4916054105315,-390.625,7532.325644140394,423.875,7159.884320600089,36.46875,6340.81054550784,32.21875,10809.855834880427,-67.5,7077.239729407222,636.625,6664.103323731933,-382.375,5362.5237397493165,453.625,5410.145456397176,62.40625,4904.815254289497,0.65625,13529.42796418555,-15.84375,4248.444863339519,691.625,4530.294952801087,-312.375,6284.39960213981,287.375,5954.310548617279,7.1875,5954.634447415202,-18.59375,12957.241645261964,-23.125,3643.593227759515,-447.875,2855.5334850733234,-3.125,6131.148402573126,236.375,4478.423758352374,-43.625,6917.841145138778,-28.125,2471.249162240627,-23.625,1633.5953972373331,28.125,1920.11470604623,-11.75,4115.304598386369,215.0,2966.642715259119,-27.09375,8014.107718421367,-86.53125,4367.998010991241,-13.75,3401.3995648850196
D,40,576.25,7399.900873491482,-249.875,4961.7172414774905,439.625,6850.268853072484,-27.03125,3946.596670585105,60.8125,8854.615143519437,-97.78125,4343.8927079750065,671.5,6477.890841161187,-217.875,3834.152837899788,434.625,5477.541657475094,-38.53125,3634.7514442563247,36.03125,11782.075364946255,-129.53125,2990.521630756654,692.25,3725.3321915635925,-221.375,3133.2718696874995,287.625,3429.3549480004253,2.65625,4677.386974913016,98.8125,12410.59846068447,-96.125,4199.737385762948,-466.25,3210.898462658077,-55.25,3165.5962214881415,150.625,4200.099476128512,25.0,6993.545296378655,-41.375,3300.1831933053354,-35.46875,1293.1790040529725,26.375,1198.9111140426548,39.5,2718.033986174566,285.625,2089.2438487105806,-126.78125,5573.5702467896135,-54.25,4463.476993891645,-57.5,3148.1635122718767
